StockName,Date,Time,Criteria,TradeNotes
CIPLA,2025-07-28,11:15,C7,LBU | SC SC | D E | ATR SL | FE T1
StrategyType,Strategy,Price,Percentage1,Percentage2,Percentage3,Percentage4,DateTime,AdditionalInfo
ENTRY,BC,1542.45,,,,,,Entry Signal
ENTRY,D,1570.00,,,,,28-07-2025 11:18,Entry Signal
TARGET1,FE,1589.05,3.02,0.00,1.21,21-08-2025 14:21,Target Level 1
TARGET2,FE,1617.85,4.89,0.00,3.05,,Target Level 2
TARGET1,C2,1600.00,3.73,0.00,1.91,,Target Level 1
TARGET2,C2,1610.00,4.38,0.00,2.55,,Target Level 2
STOPLOSS,ATR,1525.56,1.10,0.00,2.83,01-08-2025 09:27,Stop Loss Level
ULTRACEMCO,2025-07-28,09:36,C2,SC | LU SC | D E | ATR SL | FE T1 | FE T2 | C2 T1 | C2 T2
StrategyType,Strategy,Price,Percentage1,Percentage2,Percentage3,Percentage4,DateTime,AdditionalInfo
ENTRY,BC,12272.61,,,,,,Entry Signal
ENTRY,D,12350.00,,,,,28-07-2025 09:39,Entry Signal
TARGET1,FE,12353.51,0.66,0.00,0.03,30-07-2025 12:03,Target Level 1
TARGET2,FE,12403.51,1.07,0.00,0.43,11-08-2025 13:57,Target Level 2
TARGET1,C2,12500.00,1.85,0.00,1.21,12-08-2025 10:06,Target Level 1
TARGET2,C2,12550.00,2.26,0.00,1.62,18-08-2025 09:21,Target Level 2
STOPLOSS,ATR,12247.23,0.21,0.00,0.83,28-07-2025 11:27,Stop Loss Level
SBILIFE,2025-07-28,09:45,C7,LBU | SC SC | D E | FE T1 | ATR SL | FE T2 | C2 T1 | C2 T2
StrategyType,Strategy,Price,Percentage1,Percentage2,Percentage3,Percentage4,DateTime,AdditionalInfo
ENTRY,BC,1834.78,,,,,,Entry Signal
ENTRY,D,1850.00,,,,,28-07-2025 09:54,Entry Signal
TARGET1,FE,1850.64,0.86,0.00,0.03,28-07-2025 09:57,Target Level 1
TARGET2,FE,1860.44,1.40,0.00,0.56,06-08-2025 09:21,Target Level 2
TARGET1,C2,1880.00,2.46,0.00,1.62,18-08-2025 09:21,Target Level 1
TARGET2,C2,1890.00,3.01,0.00,2.16,18-08-2025 09:30,Target Level 2
STOPLOSS,ATR,1829.92,0.26,0.00,1.09,29-07-2025 11:15,Stop Loss Level
StockName,Date,Time,Criteria,TradeNotes
DMART,2025-07-30,12:03,C7,LBU | SC SC | BC E | C2 T1 | C2 T2 | FE T1 | FE T2
StrategyType,Strategy,Price,Percentage1,Percentage2,Percentage3,Percentage4,DateTime,AdditionalInfo
ENTRY,BC,4160.38,,,,,30-07-2025 12:06,Entry Signal
ENTRY,D,4125.00,,,,,,Entry Signal
TARGET1,FE,4366.19,4.95,0.00,5.85,14-08-2025 09:54,Target Level 1
TARGET2,FE,4493.39,8.00,0.00,8.93,18-08-2025 09:42,Target Level 2
TARGET1,C2,4200.00,0.95,0.00,1.82,30-07-2025 12:12,Target Level 1
TARGET2,C2,4225.00,1.55,0.00,2.42,30-07-2025 12:21,Target Level 2
STOPLOSS,ATR,4115.50,1.08,0.00,0.23,,Stop Loss Level
StockName,Date,Time,Criteria,TradeNotes
AMBUJACEM,2025-08-04,09:21,C7,SC | SC LBU | D E | ATR SL
StrategyType,Strategy,Price,Percentage1,Percentage2,Percentage3,Percentage4,DateTime,AdditionalInfo
ENTRY,BC,608.62,,,,,,Entry Signal
ENTRY,D,612.50,,,,,04-08-2025 09:24,Entry Signal
TARGET1,FE,618.49,1.62,0.00,0.98,,Target Level 1
TARGET2,FE,624.59,2.62,0.00,1.97,,Target Level 2
TARGET1,C2,620.00,1.87,0.00,1.22,,Target Level 1
TARGET2,C2,622.50,2.28,0.00,1.63,,Target Level 2
STOPLOSS,ATR,606.06,0.42,0.00,1.05,04-08-2025 09:48,Stop Loss Level
HINDUNILVR,2025-08-04,09:21,C7,LBU | LU LBU | D E | ATR SL | FE T1 | FE T2 | C2 T1 | C2 T2
StrategyType,Strategy,Price,Percentage1,Percentage2,Percentage3,Percentage4,DateTime,AdditionalInfo
ENTRY,BC,2556.17,,,,,,Entry Signal
ENTRY,D,2570.00,,,,,04-08-2025 09:24,Entry Signal
TARGET1,FE,2580.28,0.94,0.00,0.40,18-08-2025 10:03,Target Level 1
TARGET2,FE,2595.18,1.53,0.00,0.98,18-08-2025 12:57,Target Level 2
TARGET1,C2,2600.00,1.71,0.00,1.17,19-08-2025 14:27,Target Level 1
TARGET2,C2,2610.00,2.11,0.00,1.56,20-08-2025 09:24,Target Level 2
STOPLOSS,ATR,2546.08,0.39,0.00,0.93,04-08-2025 11:24,Stop Loss Level
StockName,Date,Time,Criteria,TradeNotes
MARUTI,2025-08-05,12:24,C7,LBU | SC SC | BC E | ATR SL | C2 T1 | C2 T2 | FE T1 | FE T2
StrategyType,Strategy,Price,Percentage1,Percentage2,Percentage3,Percentage4,DateTime,AdditionalInfo
ENTRY,BC,12567.34,,,,,05-08-2025 12:27,Entry Signal
ENTRY,D,12550.00,,,,,,Entry Signal
TARGET1,FE,12776.06,1.66,0.00,1.80,12-08-2025 10:09,Target Level 1
TARGET2,FE,12905.06,2.69,0.00,2.83,12-08-2025 10:18,Target Level 2
TARGET1,C2,12700.00,1.06,0.00,1.20,08-08-2025 12:48,Target Level 1
TARGET2,C2,12750.00,1.45,0.00,1.59,12-08-2025 10:03,Target Level 2
STOPLOSS,ATR,12515.03,0.42,0.00,0.28,05-08-2025 12:36,Stop Loss Level
StockName,Date,Time,Criteria,TradeNotes
SUNPHARMA,2025-08-12,12:24,C2,LBU | SC SC | BC E | ATR SL | FE T1 | C2 T1
StrategyType,Strategy,Price,Percentage1,Percentage2,Percentage3,Percentage4,DateTime,AdditionalInfo
ENTRY,BC,1632.97,,,,,12-08-2025 12:27,Entry Signal
ENTRY,D,1630.00,,,,,,Entry Signal
TARGET1,FE,1658.86,1.59,0.00,1.77,25-08-2025 15:06,Target Level 1
TARGET2,FE,1674.86,2.57,0.00,2.75,,Target Level 2
TARGET1,C2,1660.00,1.66,0.00,1.84,25-08-2025 15:06,Target Level 1
TARGET2,C2,1670.00,2.27,0.00,2.45,,Target Level 2
STOPLOSS,ATR,1625.95,0.43,0.00,0.25,12-08-2025 14:15,Stop Loss Level
BPCL,2025-08-12,09:54,C7,SC | SC SC | N-E
StrategyType,Strategy,Price,Percentage1,Percentage2,Percentage3,Percentage4,DateTime,AdditionalInfo
ENTRY,BC,321.70,,,,,,Entry Signal
ENTRY,D,322.50,,,,,,Entry Signal
TARGET1,FE,324.86,0.98,0.00,0.73,,Target Level 1
TARGET2,FE,326.81,1.59,0.00,1.34,,Target Level 2
TARGET1,C2,330.00,2.58,0.00,2.33,,Target Level 1
TARGET2,C2,332.50,3.36,0.00,3.10,,Target Level 2
STOPLOSS,ATR,320.80,0.28,0.00,0.53,,Stop Loss Level
RELIANCE,2025-08-12,09:33,C7,SC | LU LBU | D E | ATR SL | FE T1 | C2 T1 | C2 T2 | FE T2
StrategyType,Strategy,Price,Percentage1,Percentage2,Percentage3,Percentage4,DateTime,AdditionalInfo
ENTRY,BC,1388.96,,,,,,Entry Signal
ENTRY,D,1395.00,,,,,12-08-2025 10:21,Entry Signal
TARGET1,FE,1405.14,1.16,0.00,0.73,19-08-2025 09:21,Target Level 1
TARGET2,FE,1415.14,1.88,0.00,1.44,19-08-2025 12:21,Target Level 2
TARGET1,C2,1410.00,1.51,0.00,1.08,19-08-2025 09:27,Target Level 1
TARGET2,C2,1415.00,1.87,0.00,1.43,19-08-2025 12:18,Target Level 2
STOPLOSS,ATR,1384.56,0.32,0.00,0.75,12-08-2025 11:51,Stop Loss Level
ADANIPORTS,2025-08-12,09:27,C7,LBU | SBU LBU | D E | ATR SL | FE T1 | FE T2
StrategyType,Strategy,Price,Percentage1,Percentage2,Percentage3,Percentage4,DateTime,AdditionalInfo
ENTRY,BC,1342.15,,,,,,Entry Signal
ENTRY,D,1350.00,,,,,12-08-2025 09:30,Entry Signal
